graph_encoder,relative_step,n_available,n_episode,tracking_rate_mean,connectivity_mean,chain_closed_mean,recovery_cdf
single,73,23,100,0,0.0942029,0,0.77
single,74,23,100,0,0.0434783,0,0.77
single,75,23,100,0,0.0652174,0,0.77
single,76,23,100,0,0.0869565,0,0.77
single,77,23,100,0,0.0724638,0,0.77
single,78,23,100,0,0.0434783,0,0.77
single,79,23,100,0,0.0289855,0,0.77
single,80,23,100,0,0.057971,0,0.77
single,81,23,100,0,0.405797,0,0.77
single,82,23,100,0,0.42029,0,0.77
single,83,23,100,0,0.333333,0,0.77
single,84,23,100,0,0.369565,0,0.77
single,85,23,100,0,0.318841,0,0.77
single,86,23,100,0,0.362319,0,0.77
single,87,23,100,0,0.384058,0,0.77
single,88,23,100,0,0.333333,0,0.77
single,89,23,100,0,0.333333,0,0.77
single,90,23,100,0,0.384058,0,0.77
single,91,23,100,0,0.333333,0,0.77
single,92,23,100,0,0.268116,0,0.77
single,93,23,100,0,0.275362,0,0.77
single,94,23,100,0,0.304348,0,0.77
single,95,23,100,0,0.297101,0,0.77
single,96,23,100,0,0.297101,0,0.77
single,97,23,100,0,0.23913,0,0.77
single,98,23,100,0,0.210145,0,0.77
single,99,23,100,0,0.23913,0,0.77
single,100,23,100,0,0.152174,0,0.77
single,101,23,100,0,0.130435,0,0.77
single,102,23,100,0,0.166667,0,0.77
single,103,23,100,0,0.115942,0,0.77
single,104,23,100,0,0.152174,0,0.77
single,105,23,100,0,0.181159,0,0.77
single,106,23,100,0,0.173913,0,0.77
single,107,23,100,0,0.144928,0,0.77
single,108,23,100,0,0.123188,0,0.77
single,109,23,100,0,0.115942,0,0.77
single,110,23,100,0,0.173913,0,0.77
single,111,23,100,0,0.152174,0,0.77
single,112,23,100,0,0.210145,0,0.77
single,113,23,100,0,0.15942,0,0.77
single,114,23,100,0,0.166667,0,0.77
single,115,23,100,0,0.108696,0,0.77
single,116,23,100,0,0.137681,0,0.77
single,117,23,100,0,0.137681,0,0.77
single,118,23,100,0,0.137681,0,0.77
single,119,23,100,0,0.137681,0,0.77
single,120,23,100,0,0.123188,0,0.77
single,121,23,100,0,0.123188,0,0.77
single,122,23,100,0,0.144928,0,0.77
single,123,23,100,0,0.108696,0,0.77
single,124,23,100,0,0.108696,0,0.77
single,125,23,100,0,0.137681,0,0.77
single,126,23,100,0,0.101449,0,0.77
single,127,23,100,0,0.0724638,0,0.77
single,128,23,100,0,0.0942029,0,0.77
single,129,23,100,0,0.0942029,0,0.77
single,130,23,100,0,0.0942029,0,0.77
single,131,23,100,0,0.123188,0,0.77
single,132,23,100,0,0.0724638,0,0.77
single,133,23,100,0,0.0724638,0,0.77
single,134,23,100,0,0.101449,0,0.77
single,135,23,100,0,0.115942,0,0.77
single,136,23,100,0,0.101449,0,0.77
single,137,23,100,0,0.108696,0,0.77
single,138,23,100,0,0.0942029,0,0.77
single,139,23,100,0,0.0724638,0,0.77
single,140,23,100,0,0.0942029,0,0.77
single,141,23,100,0,0.0869565,0,0.77
single,142,23,100,0,0.0797101,0,0.77
single,143,23,100,0,0.108696,0,0.77
single,144,23,100,0,0.0724638,0,0.77
single,145,23,100,0,0.0652174,0,0.77
single,146,23,100,0,0.0869565,0,0.77
single,147,23,100,0,0.0942029,0,0.77
single,148,23,100,0,0.0942029,0,0.77
single,149,23,100,0,0.0869565,0,0.77
single,150,23,100,0,0.0724638,0,0.77
single,151,23,100,0,0.0797101,0,0.77
single,152,23,100,0,0.0797101,0,0.77
single,153,23,100,0,0.0797101,0,0.77
single,154,23,100,0,0.101449,0,0.77
single,155,23,100,0,0.0507246,0,0.77
single,156,23,100,0,0.0797101,0,0.77
single,157,23,100,0,0.057971,0,0.77
single,158,23,100,0,0.0652174,0,0.77
single,159,23,100,0,0.0942029,0,0.77
single,160,23,100,0,0.0507246,0,0.77
single,161,23,100,0,0.0869565,0,0.77
single,162,23,100,0,0.057971,0,0.77
single,163,23,100,0,0.0507246,0,0.77
single,164,23,100,0,0.0724638,0,0.77
single,165,23,100,0,0.0652174,0,0.77
single,166,23,100,0,0.0797101,0,0.77
single,167,23,100,0,0.0652174,0,0.77
single,168,23,100,0,0.0724638,0,0.77
single,169,23,100,0,0.0724638,0,0.77
single,170,23,100,0,0.057971,0,0.77
single,171,23,100,0,0.0652174,0,0.77
single,172,23,100,0,0.0289855,0,0.77
single,173,23,100,0,0.0869565,0,0.77
single,174,23,100,0,0.0869565,0,0.77
single,175,23,100,0,0.0869565,0,0.77
single,176,23,100,0,0.0362319,0,0.77
single,177,23,100,0,0.057971,0,0.77
single,178,23,100,0,0.0507246,0,0.77
single,179,23,100,0,0.057971,0,0.77
single,180,23,100,0,0.057971,0,0.77
single,181,23,100,0,0.0434783,0,0.77
single,182,23,100,0,0.0362319,0,0.77
single,183,23,100,0,0.0434783,0,0.77
single,184,23,100,0,0.057971,0,0.77
single,185,23,100,0,0.0434783,0,0.77
single,186,23,100,0,0.0434783,0,0.77
single,187,23,100,0,0.057971,0,0.77
single,188,23,100,0,0.0724638,0,0.77
single,189,23,100,0,0.057971,0,0.77
single,190,23,100,0,0.057971,0,0.77
single,191,23,100,0,0.0652174,0,0.77
single,192,23,100,0,0.0507246,0,0.77
single,193,23,100,0,0.0362319,0,0.77
single,194,23,100,0,0.057971,0,0.77
single,195,23,100,0,0.0724638,0,0.77
single,196,23,100,0,0.0434783,0,0.77
single,197,23,100,0,0.0434783,0,0.77
single,198,23,100,0,0.0434783,0,0.77
single,199,23,100,0,0.0507246,0,0.77
single,200,23,100,0,0.0434783,0,0.77
single,201,23,100,0,0.0507246,0,0.77
single,202,23,100,0,0.057971,0,0.77
single,203,23,100,0,0.0507246,0,0.77
single,204,23,100,0,0.0507246,0,0.77
single,205,23,100,0,0.0434783,0,0.77
single,206,23,100,0,0.0434783,0,0.77
single,207,23,100,0,0.0724638,0,0.77
single,208,23,100,0,0.0289855,0,0.77
single,209,23,100,0,0.0362319,0,0.77
single,210,23,100,0,0.057971,0,0.77
single,211,23,100,0,0.057971,0,0.77
single,212,23,100,0,0.057971,0,0.77
single,213,23,100,0,0.0652174,0,0.77
single,214,23,100,0,0.0724638,0,0.77
single,215,23,100,0,0.0434783,0,0.77
single,216,23,100,0,0.057971,0,0.77
single,217,23,100,0,0.0507246,0,0.77
single,218,23,100,0,0.057971,0,0.77
single,219,23,100,0,0.0652174,0,0.77
single,220,23,100,0,0.057971,0,0.77
